SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR11,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST
Function,,,,,,function1,function1,function1,function2,function3,function4,function5,function6,function7,function8,function9
Mode,,,,,,test,test,test,test,test,test,test,test,test,test,test
Lower Limit,,,,,,nan,-1,-1,nan,-1,-1,-1,-1,-1,-1,-1
Upper Limit,,,,,,nan,1,1,nan,4,1,1,1,1,1,1
12345678,Fail,no error,2017-07-20 14:36:43,2017-07-20 14:36:50,7.22,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:36:51,2017-07-20 14:36:59,7.2,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:37:45,2017-07-20 14:37:53,7.21,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:38:05,2017-07-20 14:38:08,2.4000000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:41:17,2017-07-20 14:41:21,2.41,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Break,no error,2017-07-20 14:41:23,2017-07-20 14:41:24,1.0,nan,0.5,2,10,3.0,0.5,0.5
12345678,Break,no error,2017-07-20 14:41:26,2017-07-20 14:41:27,1.4,nan,0.5,2,10,3.0,0.5,0.5,0.5
12345678,Fail,no error,2017-07-20 14:41:37,2017-07-20 14:41:39,2.41,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:41:42,2017-07-20 14:41:58,2.4000000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Fail,no error,2017-07-20 14:42:10,2017-07-20 14:42:36,2.4000000000000004,nan,0.5,2,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
