SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR11,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST
Function,,,,,,function1,function1,function1,function2,function3,function4,function5,function6,function7,function8,function9
Mode,,,,,,test,test,test,test,test,test,test,test,test,test,test
Lower Limit,,,,,,nan,-1,-1,nan,-1,-1,-1,-1,-1,-1,-1
Upper Limit,,,,,,nan,1,1,nan,4,1,1,1,1,1,1
12345678,Pass,no error,2017-07-25 10:08:30,2017-07-25 10:08:32,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:12:42,2017-07-25 10:12:45,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:13:23,2017-07-25 10:13:26,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:17:22,2017-07-25 10:17:25,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:42:11,2017-07-25 10:42:14,2.4200000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:43:38,2017-07-25 10:43:41,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:46:08,2017-07-25 10:46:10,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 10:59:55,2017-07-25 10:59:58,2.4299999999999997,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:08:01,2017-07-25 11:08:03,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:11:29,2017-07-25 11:11:32,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:15:01,2017-07-25 11:15:03,2.4200000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:17:18,2017-07-25 11:17:21,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:18:08,2017-07-25 11:18:10,2.4200000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:18:44,2017-07-25 11:18:46,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:20:58,2017-07-25 11:21:01,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:21:28,2017-07-25 11:21:30,2.42,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:30:07,2017-07-25 11:30:10,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:30:43,2017-07-25 11:30:45,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:41:28,2017-07-25 11:41:31,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:43:07,2017-07-25 11:43:09,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 11:45:33,2017-07-25 11:45:35,2.41,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 12:04:52,2017-07-25 12:04:54,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 12:09:56,2017-07-25 12:09:58,2.4299999999999997,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 12:12:57,2017-07-25 12:12:59,2.4000000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 13:50:47,2017-07-25 13:50:49,2.43,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 14:00:08,2017-07-25 14:00:10,2.4200000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 14:02:17,2017-07-25 14:02:19,2.4200000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-25 14:36:32,2017-07-25 14:36:34,2.4400000000000004,nan,0.5,0.1,10,3.0,0.5,0.5,0.5,0.5,0.9,0.9
