SN,Pass/Fail,errStr,StartTime,EndTime,TestTime,MTCP:TSCR,MTCP:TSCR:Child1,MTCP:TSCR:Child2,MTCP:INIT,DPCK:Supply VDD_D&VDD_P,DPCK:Read Calypso NVM,DPCK:Measure Calypos Current(Yogi Standby),DPCK:Measure Calypos Current(Yogi Active),DPCK:Read Yogi I2C,MTCP:DPCK,MTCP:POST,MTCP:POST,MTCP:POST
Function,,,,,,function1,function1,function1,function2,function3,function4,function5,function6,function7,function8,function9,function10,function11
Mode,,,,,,test,test,test,skip,test,test,test,test,test,test,test,test,test
Lower Limit,,,,,,nan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Upper Limit,,,,,,nan,1,1,1,1,1,1,1,1,1,1,1,1
12345678,Pass,no error,2017-07-18 09:53:58,2017-07-18 09:54:01,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:01,2017-07-18 09:54:05,3.44,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:05,2017-07-18 09:54:09,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:09,2017-07-18 09:54:12,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Break,no error,2017-07-18 09:54:12,2017-07-18 09:54:15,2.8099999999999996,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9
12345678,Pass,no error,2017-07-18 09:54:21,2017-07-18 09:54:25,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:25,2017-07-18 09:54:28,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:28,2017-07-18 09:54:32,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:32,2017-07-18 09:54:36,3.4300000000000006,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:50,2017-07-18 09:54:54,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:54,2017-07-18 09:54:57,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:54:58,2017-07-18 09:55:01,3.42,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:01,2017-07-18 09:55:05,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:05,2017-07-18 09:55:08,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:09,2017-07-18 09:55:12,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:12,2017-07-18 09:55:16,3.43,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:16,2017-07-18 09:55:19,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:20,2017-07-18 09:55:23,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:23,2017-07-18 09:55:27,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:27,2017-07-18 09:55:30,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:55:31,2017-07-18 09:55:34,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:59:23,2017-07-18 09:59:26,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:59:26,2017-07-18 09:59:30,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:59:30,2017-07-18 09:59:33,3.4099999999999997,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 09:59:58,2017-07-18 10:00:02,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:02,2017-07-18 10:00:05,3.44,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:06,2017-07-18 10:00:09,3.44,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:09,2017-07-18 10:00:13,3.4,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:13,2017-07-18 10:00:16,3.4200000000000004,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:17,2017-07-18 10:00:20,3.4300000000000006,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
12345678,Pass,no error,2017-07-18 10:00:20,2017-07-18 10:00:24,3.41,nan,0.5,0.6,None,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.5,0.9
